Epoch 1/3
------------------------------------------------------------
[1/1429] Loss: 0.7604 | LR: 0.005
[1115/1429] Loss: 0.8394 | LR: 0.005
[1116/1429] Loss: 0.7553 | LR: 0.005
[1117/1429] Loss: 0.5866 | LR: 0.005
[1118/1429] Loss: 1.1306 | LR: 0.005
[1119/1429] Loss: 0.661 | LR: 0.005
[1120/1429] Loss: 0.8801 | LR: 0.005
[1121/1429] Loss: 0.5604 | LR: 0.005
[1122/1429] Loss: 0.2753 | LR: 0.005
[1123/1429] Loss: 0.3493 | LR: 0.005
[1124/1429] Loss: 0.5587 | LR: 0.005
[1125/1429] Loss: 0.2367 | LR: 0.005
[1126/1429] Loss: 0.4541 | LR: 0.005
[1127/1429] Loss: 0.2922 | LR: 0.005
[1128/1429] Loss: 0.7462 | LR: 0.005
[1129/1429] Loss: 0.499 | LR: 0.005
[1130/1429] Loss: 1.1656 | LR: 0.005
[1131/1429] Loss: 0.5089 | LR: 0.005
[1132/1429] Loss: 0.5698 | LR: 0.005
[1133/1429] Loss: 0.5719 | LR: 0.005
[1134/1429] Loss: 0.7962 | LR: 0.005
[1135/1429] Loss: 0.7119 | LR: 0.005
[1136/1429] Loss: 1.0457 | LR: 0.005
[1137/1429] Loss: 0.566 | LR: 0.005
[1138/1429] Loss: 1.1193 | LR: 0.005
[1139/1429] Loss: 0.3278 | LR: 0.005
[1140/1429] Loss: 1.1951 | LR: 0.005
[1141/1429] Loss: 0.6606 | LR: 0.005
[1142/1429] Loss: 0.7663 | LR: 0.005
[1143/1429] Loss: 0.2061 | LR: 0.005
[1144/1429] Loss: 0.7229 | LR: 0.005
[1145/1429] Loss: 0.2966 | LR: 0.005
[1146/1429] Loss: 1.0021 | LR: 0.005
[1147/1429] Loss: 1.0213 | LR: 0.005
[1148/1429] Loss: 1.028 | LR: 0.005
[1149/1429] Loss: 0.4298 | LR: 0.005
[1150/1429] Loss: 0.5581 | LR: 0.005
[1151/1429] Loss: 0.5238 | LR: 0.005
[1152/1429] Loss: 0.7856 | LR: 0.005
[1153/1429] Loss: 0.9312 | LR: 0.005
[1154/1429] Loss: 0.6371 | LR: 0.005
[1155/1429] Loss: 0.4591 | LR: 0.005
[1156/1429] Loss: 1.1199 | LR: 0.005
[1157/1429] Loss: 1.173 | LR: 0.005
[1158/1429] Loss: 1.1572 | LR: 0.005
[1159/1429] Loss: 1.1835 | LR: 0.005
[1160/1429] Loss: 0.6338 | LR: 0.005
[1161/1429] Loss: 0.7514 | LR: 0.005
[1162/1429] Loss: 0.9665 | LR: 0.005
[1163/1429] Loss: 0.2334 | LR: 0.005
[1164/1429] Loss: 0.3859 | LR: 0.005
[1165/1429] Loss: 0.3443 | LR: 0.005
[1166/1429] Loss: 0.7277 | LR: 0.005
[1167/1429] Loss: 0.8299 | LR: 0.005
[1168/1429] Loss: 0.5671 | LR: 0.005
[1169/1429] Loss: 0.7533 | LR: 0.005
[1170/1429] Loss: 0.505 | LR: 0.005
[1171/1429] Loss: 0.3265 | LR: 0.005
[1172/1429] Loss: 0.6104 | LR: 0.005
[1173/1429] Loss: 0.8862 | LR: 0.005
[1174/1429] Loss: 0.5269 | LR: 0.005
[1175/1429] Loss: 1.0454 | LR: 0.005
[1176/1429] Loss: 0.8433 | LR: 0.005
[1177/1429] Loss: 0.6167 | LR: 0.005
[1178/1429] Loss: 0.6322 | LR: 0.005
[1179/1429] Loss: 0.6097 | LR: 0.005
[1180/1429] Loss: 1.1824 | LR: 0.005
[1181/1429] Loss: 1.0924 | LR: 0.005
[1182/1429] Loss: 1.0738 | LR: 0.005
[1183/1429] Loss: 0.583 | LR: 0.005
[1184/1429] Loss: 0.3524 | LR: 0.005
[1185/1429] Loss: 0.6237 | LR: 0.005
[1186/1429] Loss: 1.1482 | LR: 0.005
[1187/1429] Loss: 1.1201 | LR: 0.005
[1188/1429] Loss: 1.1251 | LR: 0.005
[1189/1429] Loss: 0.4523 | LR: 0.005
[1190/1429] Loss: 0.523 | LR: 0.005
[1191/1429] Loss: 0.9479 | LR: 0.005
[1192/1429] Loss: 0.3938 | LR: 0.005
[1193/1429] Loss: 0.9287 | LR: 0.005
[1194/1429] Loss: 0.7468 | LR: 0.005
[1195/1429] Loss: 0.4425 | LR: 0.005
[1196/1429] Loss: 0.3336 | LR: 0.005
[1197/1429] Loss: 0.2891 | LR: 0.005
[1198/1429] Loss: 0.7124 | LR: 0.005
[1199/1429] Loss: 0.6153 | LR: 0.005
[1200/1429] Loss: 0.2986 | LR: 0.005
[1201/1429] Loss: 0.2755 | LR: 0.005
[1202/1429] Loss: 0.6258 | LR: 0.005
[1203/1429] Loss: 0.222 | LR: 0.005
[1204/1429] Loss: 0.2804 | LR: 0.005
[1205/1429] Loss: 0.2375 | LR: 0.005
[1206/1429] Loss: 0.688 | LR: 0.005
[1207/1429] Loss: 0.6911 | LR: 0.005
[1208/1429] Loss: 0.7309 | LR: 0.005
[1209/1429] Loss: 0.8283 | LR: 0.005
[1210/1429] Loss: 0.6497 | LR: 0.005
[1211/1429] Loss: 0.7864 | LR: 0.005
[1212/1429] Loss: 0.9766 | LR: 0.005
[1213/1429] Loss: 0.5065 | LR: 0.005
[1214/1429] Loss: 0.4764 | LR: 0.005
[1215/1429] Loss: 1.0915 | LR: 0.005
[1216/1429] Loss: 0.4107 | LR: 0.005
[1217/1429] Loss: 0.4632 | LR: 0.005
[1218/1429] Loss: 1.1924 | LR: 0.005
[1219/1429] Loss: 0.4259 | LR: 0.005
[1220/1429] Loss: 0.9615 | LR: 0.005
[1221/1429] Loss: 0.9121 | LR: 0.005
[1222/1429] Loss: 1.1944 | LR: 0.005
[1223/1429] Loss: 1.0202 | LR: 0.005
[1224/1429] Loss: 0.4287 | LR: 0.005
[1225/1429] Loss: 0.7206 | LR: 0.005
[1226/1429] Loss: 1.0911 | LR: 0.005
[1227/1429] Loss: 1.0302 | LR: 0.005
[1228/1429] Loss: 0.9323 | LR: 0.005
[1229/1429] Loss: 0.7477 | LR: 0.005
[1230/1429] Loss: 1.0283 | LR: 0.005
[1231/1429] Loss: 0.904 | LR: 0.005
[1232/1429] Loss: 1.0742 | LR: 0.005
[1233/1429] Loss: 0.2757 | LR: 0.005
[1234/1429] Loss: 1.0598 | LR: 0.005
[1235/1429] Loss: 0.995 | LR: 0.005
[1236/1429] Loss: 0.7502 | LR: 0.005
[1237/1429] Loss: 0.681 | LR: 0.005
[1238/1429] Loss: 0.76 | LR: 0.005
[1239/1429] Loss: 1.0556 | LR: 0.005
[1240/1429] Loss: 0.9553 | LR: 0.005
[1241/1429] Loss: 0.6408 | LR: 0.005
[1242/1429] Loss: 0.6239 | LR: 0.005
[1243/1429] Loss: 0.3565 | LR: 0.005
[1244/1429] Loss: 0.7063 | LR: 0.005
[1245/1429] Loss: 0.4926 | LR: 0.005
[1246/1429] Loss: 0.7641 | LR: 0.005
[1247/1429] Loss: 1.1194 | LR: 0.005
[1248/1429] Loss: 0.3574 | LR: 0.005
[1249/1429] Loss: 1.1297 | LR: 0.005
[1250/1429] Loss: 0.9303 | LR: 0.005
[1251/1429] Loss: 1.033 | LR: 0.005
[1252/1429] Loss: 0.8853 | LR: 0.005
[1253/1429] Loss: 0.9999 | LR: 0.005
[1254/1429] Loss: 1.059 | LR: 0.005
[1255/1429] Loss: 0.2001 | LR: 0.005
[1256/1429] Loss: 0.4001 | LR: 0.005
[1257/1429] Loss: 0.6437 | LR: 0.005
[1258/1429] Loss: 0.8887 | LR: 0.005
[1259/1429] Loss: 0.7634 | LR: 0.005
[1260/1429] Loss: 0.4833 | LR: 0.005
[1261/1429] Loss: 0.7601 | LR: 0.005
[1262/1429] Loss: 0.8014 | LR: 0.005
[1263/1429] Loss: 0.8909 | LR: 0.005
[1264/1429] Loss: 0.4273 | LR: 0.005
[1265/1429] Loss: 0.5041 | LR: 0.005
[1266/1429] Loss: 0.744 | LR: 0.005
[1267/1429] Loss: 0.5653 | LR: 0.005
[1268/1429] Loss: 0.2271 | LR: 0.005
[1269/1429] Loss: 0.8139 | LR: 0.005
[1270/1429] Loss: 0.8735 | LR: 0.005
[1271/1429] Loss: 0.3744 | LR: 0.005
[1272/1429] Loss: 0.9763 | LR: 0.005
[1273/1429] Loss: 0.2757 | LR: 0.005
[1274/1429] Loss: 0.4031 | LR: 0.005
[1275/1429] Loss: 0.2417 | LR: 0.005
[1276/1429] Loss: 0.3565 | LR: 0.005
[1277/1429] Loss: 0.2134 | LR: 0.005
[1278/1429] Loss: 1.1704 | LR: 0.005
[1279/1429] Loss: 0.4191 | LR: 0.005
[1280/1429] Loss: 1.0561 | LR: 0.005
[1281/1429] Loss: 0.2343 | LR: 0.005
[1282/1429] Loss: 0.3746 | LR: 0.005
[1283/1429] Loss: 0.7472 | LR: 0.005
[1284/1429] Loss: 1.0373 | LR: 0.005
[1285/1429] Loss: 0.2444 | LR: 0.005
[1286/1429] Loss: 0.9467 | LR: 0.005
[1287/1429] Loss: 0.414 | LR: 0.005
[1288/1429] Loss: 0.3293 | LR: 0.005
[1289/1429] Loss: 0.4105 | LR: 0.005
[1290/1429] Loss: 0.6905 | LR: 0.005
[1291/1429] Loss: 0.9201 | LR: 0.005
[1292/1429] Loss: 1.1149 | LR: 0.005
[1293/1429] Loss: 0.9611 | LR: 0.005
[1294/1429] Loss: 0.9269 | LR: 0.005
[1295/1429] Loss: 0.9244 | LR: 0.005
[1296/1429] Loss: 1.0244 | LR: 0.005
[1297/1429] Loss: 1.1133 | LR: 0.005
[1298/1429] Loss: 0.6396 | LR: 0.005
[1299/1429] Loss: 1.1093 | LR: 0.005
[1300/1429] Loss: 0.4065 | LR: 0.005
[1301/1429] Loss: 0.8166 | LR: 0.005
[1302/1429] Loss: 0.249 | LR: 0.005
[1303/1429] Loss: 0.9129 | LR: 0.005
[1304/1429] Loss: 0.9734 | LR: 0.005
[1305/1429] Loss: 0.4593 | LR: 0.005
[1306/1429] Loss: 0.4978 | LR: 0.005
[1307/1429] Loss: 0.4678 | LR: 0.005
[1308/1429] Loss: 0.7247 | LR: 0.005
[1309/1429] Loss: 0.7824 | LR: 0.005
[1310/1429] Loss: 1.0409 | LR: 0.005
[1311/1429] Loss: 0.5215 | LR: 0.005
[1312/1429] Loss: 1.196 | LR: 0.005
[1313/1429] Loss: 1.0948 | LR: 0.005
[1314/1429] Loss: 0.5483 | LR: 0.005
[1315/1429] Loss: 0.6377 | LR: 0.005
[1316/1429] Loss: 0.6153 | LR: 0.005
[1317/1429] Loss: 0.8206 | LR: 0.005
[1318/1429] Loss: 0.8051 | LR: 0.005
[1319/1429] Loss: 0.8332 | LR: 0.005
[1320/1429] Loss: 0.2047 | LR: 0.005
[1321/1429] Loss: 0.7156 | LR: 0.005
[1322/1429] Loss: 0.9119 | LR: 0.005
[1323/1429] Loss: 0.6917 | LR: 0.005
[1324/1429] Loss: 0.8214 | LR: 0.005
[1325/1429] Loss: 0.9775 | LR: 0.005
[1326/1429] Loss: 0.4946 | LR: 0.005
[1327/1429] Loss: 0.4828 | LR: 0.005
[1328/1429] Loss: 0.5281 | LR: 0.005
[1329/1429] Loss: 0.4307 | LR: 0.005
[1330/1429] Loss: 1.0296 | LR: 0.005
[1331/1429] Loss: 0.2956 | LR: 0.005
[1332/1429] Loss: 0.6354 | LR: 0.005
[1333/1429] Loss: 0.5048 | LR: 0.005
[1334/1429] Loss: 0.4659 | LR: 0.005
[1335/1429] Loss: 0.9548 | LR: 0.005
[1336/1429] Loss: 0.7876 | LR: 0.005
[1337/1429] Loss: 0.9296 | LR: 0.005
[1338/1429] Loss: 1.1779 | LR: 0.005
[1339/1429] Loss: 0.2015 | LR: 0.005
[1340/1429] Loss: 0.9252 | LR: 0.005
[1341/1429] Loss: 1.0268 | LR: 0.005
[1342/1429] Loss: 1.1418 | LR: 0.005
[1343/1429] Loss: 0.9931 | LR: 0.005
[1344/1429] Loss: 0.9423 | LR: 0.005
[1345/1429] Loss: 1.0625 | LR: 0.005
[1346/1429] Loss: 0.29 | LR: 0.005
[1347/1429] Loss: 0.9494 | LR: 0.005
[1348/1429] Loss: 0.5643 | LR: 0.005
[1349/1429] Loss: 0.8603 | LR: 0.005
[1350/1429] Loss: 0.3431 | LR: 0.005
[1351/1429] Loss: 0.7838 | LR: 0.005
[1352/1429] Loss: 0.3674 | LR: 0.005
[1353/1429] Loss: 1.0576 | LR: 0.005
[1354/1429] Loss: 0.7659 | LR: 0.005
[1355/1429] Loss: 0.2669 | LR: 0.005
[1356/1429] Loss: 1.1594 | LR: 0.005
[1357/1429] Loss: 1.0624 | LR: 0.005
[1358/1429] Loss: 0.3971 | LR: 0.005
[1359/1429] Loss: 0.8913 | LR: 0.005
[1360/1429] Loss: 1.1954 | LR: 0.005
[1361/1429] Loss: 0.4484 | LR: 0.005
[1362/1429] Loss: 0.6874 | LR: 0.005
[1363/1429] Loss: 0.6682 | LR: 0.005
[1364/1429] Loss: 1.0518 | LR: 0.005
[1365/1429] Loss: 0.3537 | LR: 0.005
[1366/1429] Loss: 0.9304 | LR: 0.005
[1367/1429] Loss: 1.061 | LR: 0.005
[1368/1429] Loss: 0.9573 | LR: 0.005
[1369/1429] Loss: 0.3069 | LR: 0.005
[1370/1429] Loss: 0.4256 | LR: 0.005
[1371/1429] Loss: 0.4098 | LR: 0.005
[1372/1429] Loss: 0.4008 | LR: 0.005
[1373/1429] Loss: 0.6489 | LR: 0.005
[1374/1429] Loss: 0.5957 | LR: 0.005
[1375/1429] Loss: 0.7669 | LR: 0.005
[1376/1429] Loss: 0.5137 | LR: 0.005
[1377/1429] Loss: 0.5521 | LR: 0.005
[1378/1429] Loss: 0.5138 | LR: 0.005
[1379/1429] Loss: 0.607 | LR: 0.005
[1380/1429] Loss: 0.4158 | LR: 0.005
[1381/1429] Loss: 0.6928 | LR: 0.005
[1382/1429] Loss: 1.0858 | LR: 0.005
[1383/1429] Loss: 0.4881 | LR: 0.005
[1384/1429] Loss: 0.6691 | LR: 0.005
[1385/1429] Loss: 0.973 | LR: 0.005
[1386/1429] Loss: 0.4976 | LR: 0.005
[1387/1429] Loss: 0.9005 | LR: 0.005
[1388/1429] Loss: 0.3045 | LR: 0.005
[1389/1429] Loss: 0.2922 | LR: 0.005
[1390/1429] Loss: 0.2925 | LR: 0.005
[1391/1429] Loss: 0.6957 | LR: 0.005
[1392/1429] Loss: 0.7318 | LR: 0.005
[1393/1429] Loss: 1.1914 | LR: 0.005
[1394/1429] Loss: 1.1884 | LR: 0.005
[1395/1429] Loss: 0.532 | LR: 0.005
[1396/1429] Loss: 0.3069 | LR: 0.005
[1397/1429] Loss: 1.0524 | LR: 0.005
[1398/1429] Loss: 0.2286 | LR: 0.005
[1399/1429] Loss: 1.0819 | LR: 0.005
[1400/1429] Loss: 0.9796 | LR: 0.005
[1401/1429] Loss: 0.269 | LR: 0.005
[1402/1429] Loss: 1.072 | LR: 0.005
[1403/1429] Loss: 1.1596 | LR: 0.005
[1404/1429] Loss: 0.2637 | LR: 0.005
[1405/1429] Loss: 0.3373 | LR: 0.005
[1406/1429] Loss: 0.7591 | LR: 0.005
[1407/1429] Loss: 0.5887 | LR: 0.005
[1408/1429] Loss: 0.7891 | LR: 0.005
[1409/1429] Loss: 0.294 | LR: 0.005
[1410/1429] Loss: 0.5571 | LR: 0.005
[1411/1429] Loss: 1.1337 | LR: 0.005
[1412/1429] Loss: 0.5993 | LR: 0.005
[1413/1429] Loss: 0.4628 | LR: 0.005
[1414/1429] Loss: 0.4302 | LR: 0.005
[1415/1429] Loss: 1.0165 | LR: 0.005
[1416/1429] Loss: 0.7516 | LR: 0.005
[1417/1429] Loss: 0.9964 | LR: 0.005
[1418/1429] Loss: 0.2989 | LR: 0.005
[1419/1429] Loss: 1.1604 | LR: 0.005
[1420/1429] Loss: 0.8009 | LR: 0.005
[1421/1429] Loss: 1.0087 | LR: 0.005
[1422/1429] Loss: 0.8114 | LR: 0.005
[1423/1429] Loss: 0.2822 | LR: 0.005
[1424/1429] Loss: 0.6364 | LR: 0.005
[1425/1429] Loss: 0.285 | LR: 0.005
[1426/1429] Loss: 0.5487 | LR: 0.005
[1427/1429] Loss: 0.784 | LR: 0.005
[1428/1429] Loss: 1.0247 | LR: 0.005
[1429/1429] Loss: 0.7136 | LR: 0.005
[1429/1429] Epoch Time: 11m 31s

Epoch 2/3
------------------------------------------------------------
[1/1429] Loss: 0.2792 | LR: 0.005
[2/1429] Loss: 0.1691 | LR: 0.005
[3/1429] Loss: 0.2244 | LR: 0.005
[4/1429] Loss: 0.6369 | LR: 0.005
[5/1429] Loss: 0.228 | LR: 0.005
[6/1429] Loss: 0.2273 | LR: 0.005
[7/1429] Loss: 0.7756 | LR: 0.005
[8/1429] Loss: 1.082 | LR: 0.005
[9/1429] Loss: 0.2335 | LR: 0.005
[10/1429] Loss: 0.9555 | LR: 0.005
[11/1429] Loss: 0.6467 | LR: 0.005
[12/1429] Loss: 0.6189 | LR: 0.005
[13/1429] Loss: 0.3427 | LR: 0.005
[14/1429] Loss: 0.9372 | LR: 0.005
[15/1429] Loss: 0.5341 | LR: 0.005
[16/1429] Loss: 0.3841 | LR: 0.005
[17/1429] Loss: 0.4641 | LR: 0.005
[18/1429] Loss: 0.3394 | LR: 0.005
[19/1429] Loss: 0.1721 | LR: 0.005
[20/1429] Loss: 0.2361 | LR: 0.005
[21/1429] Loss: 0.5785 | LR: 0.005
[22/1429] Loss: 0.2186 | LR: 0.005
[23/1429] Loss: 0.2463 | LR: 0.005
[24/1429] Loss: 0.1011 | LR: 0.005
[25/1429] Loss: 0.501 | LR: 0.005
[26/1429] Loss: 0.4294 | LR: 0.005
[27/1429] Loss: 0.1979 | LR: 0.005
[28/1429] Loss: 0.7731 | LR: 0.005
[29/1429] Loss: 0.6826 | LR: 0.005
[30/1429] Loss: 0.1502 | LR: 0.005
[31/1429] Loss: 0.9298 | LR: 0.005
[32/1429] Loss: 1.0842 | LR: 0.005
[33/1429] Loss: 0.1577 | LR: 0.005
[34/1429] Loss: 0.6921 | LR: 0.005
[35/1429] Loss: 0.1566 | LR: 0.005
[36/1429] Loss: 1.031 | LR: 0.005
[37/1429] Loss: 0.2581 | LR: 0.005
[38/1429] Loss: 0.5605 | LR: 0.005
[39/1429] Loss: 0.4123 | LR: 0.005
[40/1429] Loss: 0.8572 | LR: 0.005
[41/1429] Loss: 0.7291 | LR: 0.005
[42/1429] Loss: 0.6148 | LR: 0.005
[43/1429] Loss: 0.8736 | LR: 0.005
[44/1429] Loss: 0.6373 | LR: 0.005
[45/1429] Loss: 1.056 | LR: 0.005
[46/1429] Loss: 0.374 | LR: 0.005
[47/1429] Loss: 0.7056 | LR: 0.005
[48/1429] Loss: 0.2078 | LR: 0.005
[49/1429] Loss: 0.9315 | LR: 0.005
[50/1429] Loss: 0.1921 | LR: 0.005
[51/1429] Loss: 0.7758 | LR: 0.005
[52/1429] Loss: 0.3452 | LR: 0.005
[53/1429] Loss: 0.6023 | LR: 0.005
[54/1429] Loss: 0.4561 | LR: 0.005
[55/1429] Loss: 0.7949 | LR: 0.005
[56/1429] Loss: 1.0703 | LR: 0.005
[57/1429] Loss: 0.3367 | LR: 0.005
[58/1429] Loss: 0.1555 | LR: 0.005
[59/1429] Loss: 0.9781 | LR: 0.005
[60/1429] Loss: 0.4505 | LR: 0.005
[61/1429] Loss: 0.645 | LR: 0.005
[62/1429] Loss: 0.8579 | LR: 0.005
[63/1429] Loss: 0.4469 | LR: 0.005
[64/1429] Loss: 0.1962 | LR: 0.005
[65/1429] Loss: 0.9344 | LR: 0.005
[66/1429] Loss: 0.8705 | LR: 0.005
[67/1429] Loss: 0.991 | LR: 0.005
[68/1429] Loss: 0.3803 | LR: 0.005
[69/1429] Loss: 0.2895 | LR: 0.005
[70/1429] Loss: 0.1326 | LR: 0.005
[71/1429] Loss: 1.0624 | LR: 0.005
[72/1429] Loss: 0.6846 | LR: 0.005
[73/1429] Loss: 1.0338 | LR: 0.005
[74/1429] Loss: 0.7998 | LR: 0.005
[75/1429] Loss: 0.533 | LR: 0.005
[76/1429] Loss: 1.0165 | LR: 0.005
[77/1429] Loss: 1.0529 | LR: 0.005
[78/1429] Loss: 0.5341 | LR: 0.005
[79/1429] Loss: 0.2286 | LR: 0.005
[80/1429] Loss: 1.0465 | LR: 0.005
[81/1429] Loss: 0.2036 | LR: 0.005
[82/1429] Loss: 0.8372 | LR: 0.005
[83/1429] Loss: 0.3395 | LR: 0.005
[84/1429] Loss: 0.6776 | LR: 0.005
[85/1429] Loss: 0.8812 | LR: 0.005
[86/1429] Loss: 0.5398 | LR: 0.005
[87/1429] Loss: 0.2092 | LR: 0.005
[88/1429] Loss: 0.2394 | LR: 0.005
[89/1429] Loss: 0.9656 | LR: 0.005
[90/1429] Loss: 0.6321 | LR: 0.005
[91/1429] Loss: 1.0873 | LR: 0.005
[92/1429] Loss: 0.695 | LR: 0.005
[93/1429] Loss: 0.2758 | LR: 0.005
[94/1429] Loss: 0.5868 | LR: 0.005
[95/1429] Loss: 0.4144 | LR: 0.005
[96/1429] Loss: 0.7928 | LR: 0.005
[97/1429] Loss: 0.2222 | LR: 0.005
[98/1429] Loss: 0.7611 | LR: 0.005
[99/1429] Loss: 0.8621 | LR: 0.005
[100/1429] Loss: 0.8478 | LR: 0.005
[101/1429] Loss: 0.2702 | LR: 0.005
[102/1429] Loss: 0.647 | LR: 0.005
[103/1429] Loss: 0.4438 | LR: 0.005
[104/1429] Loss: 0.324 | LR: 0.005
[105/1429] Loss: 0.1891 | LR: 0.005
[106/1429] Loss: 0.6894 | LR: 0.005
[107/1429] Loss: 0.1885 | LR: 0.005
[108/1429] Loss: 0.964 | LR: 0.005
[109/1429] Loss: 0.5321 | LR: 0.005
[110/1429] Loss: 0.9674 | LR: 0.005
[111/1429] Loss: 0.9183 | LR: 0.005
[112/1429] Loss: 0.7196 | LR: 0.005
[113/1429] Loss: 0.3183 | LR: 0.005
[114/1429] Loss: 0.4647 | LR: 0.005
[115/1429] Loss: 0.7223 | LR: 0.005
[116/1429] Loss: 0.3963 | LR: 0.005
[117/1429] Loss: 0.1529 | LR: 0.005
[118/1429] Loss: 0.3686 | LR: 0.005
[119/1429] Loss: 0.5979 | LR: 0.005
[120/1429] Loss: 0.9959 | LR: 0.005
[121/1429] Loss: 0.6747 | LR: 0.005
[122/1429] Loss: 1.003 | LR: 0.005
[123/1429] Loss: 0.363 | LR: 0.005
[124/1429] Loss: 0.1703 | LR: 0.005
[125/1429] Loss: 0.8359 | LR: 0.005
[126/1429] Loss: 0.9379 | LR: 0.005
[127/1429] Loss: 0.6083 | LR: 0.005
[128/1429] Loss: 0.6118 | LR: 0.005
[129/1429] Loss: 0.8475 | LR: 0.005
[130/1429] Loss: 0.3905 | LR: 0.005
[131/1429] Loss: 1.001 | LR: 0.005
[132/1429] Loss: 0.8651 | LR: 0.005
[133/1429] Loss: 0.197 | LR: 0.005
[134/1429] Loss: 1.03 | LR: 0.005
[135/1429] Loss: 0.8563 | LR: 0.005
[136/1429] Loss: 0.153 | LR: 0.005
[137/1429] Loss: 1.0399 | LR: 0.005
[138/1429] Loss: 0.4305 | LR: 0.005
[139/1429] Loss: 0.4527 | LR: 0.005
[140/1429] Loss: 0.6477 | LR: 0.005
[141/1429] Loss: 0.7965 | LR: 0.005
[142/1429] Loss: 0.7688 | LR: 0.005
[143/1429] Loss: 0.3302 | LR: 0.005
[144/1429] Loss: 0.7574 | LR: 0.005
[145/1429] Loss: 0.9846 | LR: 0.005
[146/1429] Loss: 0.6323 | LR: 0.005
[147/1429] Loss: 0.586 | LR: 0.005
[148/1429] Loss: 0.2901 | LR: 0.005
[149/1429] Loss: 0.7755 | LR: 0.005
[150/1429] Loss: 1.0622 | LR: 0.005
[151/1429] Loss: 0.2089 | LR: 0.005
[152/1429] Loss: 0.8918 | LR: 0.005
[153/1429] Loss: 0.1318 | LR: 0.005
[154/1429] Loss: 0.1214 | LR: 0.005
[155/1429] Loss: 1.0157 | LR: 0.005
[156/1429] Loss: 0.4205 | LR: 0.005
[157/1429] Loss: 0.3748 | LR: 0.005
[158/1429] Loss: 0.5913 | LR: 0.005
[159/1429] Loss: 0.2167 | LR: 0.005
[160/1429] Loss: 0.5598 | LR: 0.005
[161/1429] Loss: 1.048 | LR: 0.005
[162/1429] Loss: 0.6045 | LR: 0.005
[163/1429] Loss: 0.5392 | LR: 0.005
[164/1429] Loss: 0.9731 | LR: 0.005
[165/1429] Loss: 0.2671 | LR: 0.005
[166/1429] Loss: 0.7086 | LR: 0.005
[167/1429] Loss: 0.5444 | LR: 0.005
[168/1429] Loss: 0.1935 | LR: 0.005
[169/1429] Loss: 0.2447 | LR: 0.005
[170/1429] Loss: 0.4472 | LR: 0.005
[171/1429] Loss: 0.1163 | LR: 0.005
[172/1429] Loss: 0.5617 | LR: 0.005
[173/1429] Loss: 0.1284 | LR: 0.005
[174/1429] Loss: 0.214 | LR: 0.005
[175/1429] Loss: 0.8345 | LR: 0.005
[176/1429] Loss: 0.6929 | LR: 0.005
[177/1429] Loss: 0.767 | LR: 0.005
[178/1429] Loss: 0.1748 | LR: 0.005
[179/1429] Loss: 0.1336 | LR: 0.005
[180/1429] Loss: 0.9079 | LR: 0.005
[181/1429] Loss: 0.3092 | LR: 0.005
[182/1429] Loss: 0.7498 | LR: 0.005
[183/1429] Loss: 0.33 | LR: 0.005
[184/1429] Loss: 1.0252 | LR: 0.005
[185/1429] Loss: 0.5745 | LR: 0.005
[186/1429] Loss: 0.3396 | LR: 0.005
[187/1429] Loss: 0.1202 | LR: 0.005
[188/1429] Loss: 0.9436 | LR: 0.005
[189/1429] Loss: 0.5064 | LR: 0.005
[190/1429] Loss: 0.5112 | LR: 0.005
[191/1429] Loss: 0.7365 | LR: 0.005
[192/1429] Loss: 0.4618 | LR: 0.005
[193/1429] Loss: 0.4193 | LR: 0.005
[194/1429] Loss: 0.6461 | LR: 0.005
[195/1429] Loss: 0.9497 | LR: 0.005
[196/1429] Loss: 0.6643 | LR: 0.005
[197/1429] Loss: 0.3072 | LR: 0.005
[198/1429] Loss: 0.7559 | LR: 0.005
[199/1429] Loss: 0.4424 | LR: 0.005
[200/1429] Loss: 0.1991 | LR: 0.005
[201/1429] Loss: 0.9119 | LR: 0.005
[202/1429] Loss: 0.9033 | LR: 0.005
[203/1429] Loss: 0.4088 | LR: 0.005
[204/1429] Loss: 0.8167 | LR: 0.005
[205/1429] Loss: 0.882 | LR: 0.005
[206/1429] Loss: 0.1339 | LR: 0.005
[207/1429] Loss: 0.7702 | LR: 0.005
[208/1429] Loss: 0.9783 | LR: 0.005
[209/1429] Loss: 0.5718 | LR: 0.005
[210/1429] Loss: 0.6282 | LR: 0.005
[211/1429] Loss: 0.5433 | LR: 0.005
[212/1429] Loss: 0.8694 | LR: 0.005
[213/1429] Loss: 0.9064 | LR: 0.005
[214/1429] Loss: 0.8372 | LR: 0.005
[215/1429] Loss: 0.848 | LR: 0.005
[216/1429] Loss: 0.6706 | LR: 0.005
[217/1429] Loss: 0.3732 | LR: 0.005
[218/1429] Loss: 0.7881 | LR: 0.005
[219/1429] Loss: 0.3073 | LR: 0.005
[220/1429] Loss: 0.7016 | LR: 0.005
[221/1429] Loss: 0.3476 | LR: 0.005
[222/1429] Loss: 0.5515 | LR: 0.005
[223/1429] Loss: 0.2269 | LR: 0.005
[224/1429] Loss: 0.1469 | LR: 0.005
[225/1429] Loss: 0.2796 | LR: 0.005
[226/1429] Loss: 0.2464 | LR: 0.005
[227/1429] Loss: 0.3679 | LR: 0.005
[228/1429] Loss: 0.7885 | LR: 0.005
[229/1429] Loss: 0.5534 | LR: 0.005
[230/1429] Loss: 0.3634 | LR: 0.005
[231/1429] Loss: 1.0806 | LR: 0.005
